titulo;provincia;fecha_publicacion;descripcion;provinciaalternativa;fuentecontenido;idlocalidad;localidad;latitud;longitud;codigo_localidad;identificador;actualizacionmetadatos;enlace_al_contenido;posicion
Terapeuta ocupacional o educador/a social para Guardo (Palencia);Palencia;2023-10-18;"<p>Empresa necesita incorporar un/a <strong>MONITOR/A DE ACTIVIDADES</strong> para su centro de día ubicado en Guardo (Palencia).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Realización de actividades de ocio con las personas asistentes al centro</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Terapeuta ocupacional, educador/a o trabajador social, maestro/a o titulación similar</li>
<li>Residencia por la zona</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal de obra o servicio</li>
<li>Jornada parcial</li>
<li>Horario de tarde</li>
<li>Salario a convenir</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://tutrabajo.org' target='_blank'>https://tutrabajo.org</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://tutrabajo.org/ofertas/veroferta/109594' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100183' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298084384;Guardo;42.7899222689;-4.8474772491;34;1285324822876;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822876/Empleo;42.78992226795945, -4.8474772491
3 Maquinistas obra civil (oficial) para Burgos;Burgos;2023-10-18;"<p><em>Multinacional del sector construcción </em>selecciona <strong>3 </strong><strong>MAQUINISTAS OBRA CIVIL (OFICIAL)</strong> para Burgos.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Realizar movimientos de tierras, zanjas, obra civil.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Experiencia de al menos 2 años.</li>
<li>Disponibilidad para viajar.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net/' target='_blank'>https://www.infojobs.net/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/burgos/maquinista-obra-civil/of-i4a0114a33c419fa3a5bca573d87818' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100237' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285324822427;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822427/Empleo;42.340823556560686, -3.702058690830001
Vendedor/a expendedor/a combustible en Villalpando (Zamora);Zamora;2023-10-18;"<p>Codisoil SA selecciona un/a <strong>VENDEDOR/A EXPENDEDOR/A</strong> para su estación de servicio de Villalpando (Zamora).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Atención y asesoramiento al cliente, tanto en tienda como en pista</li>
<li>Realizar las operaciones de caja de forma correcta. Liquidación de turno dentro de la jornada laboral</li>
<li>Asegurar la limpieza y organización de las instalaciones y los productos</li>
<li>Consecución de los objetivos de venta de la estación</li>
<li>Cumplimiento de la normativa de la organización en materia de calidad, seguridad y medioambiente</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación de ESO, Bachillerato y/o Ciclo Formativo de Grado Medio</li>
<li>Experiencia mínima de al menos 1 año en puestos de atención al cliente y/o expendería de gasolineras</li>
<li>Conocimientos de ofimática básica</li>
<li>Don de gentes y habilidades comunicativas</li>
<li>Disponibilidad para incorporación inmediata</li>
<li>Flexibilidad horaria para adaptarse a la rotación semanal de turnos (de mañana y tarde)</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato inicial temporal con posibilidad de indefinido</li>
<li>Jornada completa</li>
<li>Horario a turnos rotativos de mañana o tarde, cubriendo horario comercial</li>
<li>Salario según convenio</li>
<li>Incentivos según ventas y variable</li>
<li>Período de capacitación completo</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/villalpando/vendedor-expendedor-estacion-servicio/of-i64db39ac0d40888bc0452184dbb693?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100277' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469484225;Villalpando;41.864044;-5.414234;49;1285324822257;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822257/Empleo;41.86404399906224, -5.4142339999999995
Administrativo/a para Soria;Soria;2023-10-18;"<p><em>Empresa dedicada a la venta, instalación y mantenimiento de equipos de protección contra incendios</em> selecciona <strong>ADMINISTRATIVO/A</strong> para Soria.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Elaboración de facturas.</li>
<li>Emisión de certificados.</li>
<li>Realización de presupuestos.</li>
<li>Tareas generales de administrativo y archivo.</li>
<li>Atención telefónica.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Título de formación profesional - Administración y finanzas.</li>
<li>Experiencia en el puesto.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Horario: de 08:00 a 16:00 horas (de lunes a viernes).</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://camarasoria.com/' target='_blank'>https://camarasoria.com/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://camarasoria.com/empleo-y-formacion/ofertas-de-empleo-encuentra-tu-oportunidad' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100155' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469197687;Soria;41.76443;-2.463772;42;1285324822198;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822198/Empleo;41.7644299990626, -2.463772
5 Operarios/as producción para Salamanca;Salamanca;2023-10-18;"<p><em>Adecco</em> selecciona <strong>5 OPERARIOS/AS DE PRODUCCIÓN</strong> para empresa del sector automoción ubicada en Salamanca capital.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Revisión y fabricación de piezas bajo los estándares de calidad requeridos cumpliendo con la producción asignada</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación Profesional Grado Medio</li>
<li>Experiencia en entornos productivos</li>
<li>Disponibilidad para incorporación inmediata</li>
<li>Disponibilidad para trabajar a turnos rotativos semanales de mañana, tarde y noche</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Jornada completa</li>
<li>Horario a turnos rotativos semanales de mañana, tarde y noche</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.iberempleos.es' target='_blank'>https://www.iberempleos.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.iberempleos.es/oferta-empleo/salamanca/operarioa-produccionturnos-rotativos-7455074' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100272' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298323669;Salamanca;40.9650951373;-5.66404069586;37;1285324822086;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822086/Empleo;40.96509513636588, -5.66404069586
PEONES GANADEROS, EN GENERAL;Palencia;2023-10-18;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320575'>Oficina Virtual</a></p>;;ECYL;1179298139780;Villamoronta;42.402607;-4.699161;34;1285324636619;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324636619/Empleo;42.402606999060495, -4.699160999999999
Técnico/a Medio de Gestión Cultural Artes Escénicas en Fundación Municipal de Cultura del Ayto. de Valladolid;Valladolid;2023-10-18;"<p><strong>Convoca:</strong> Ayuntamiento de Valladolid. Fundación Municipal de Cultura<br /><br /><strong>Cuerpo:</strong> TÉCNICO/A MEDIO DE GESTIÓN CULTURAL ARTES ESCÉNICAS</p>
<p><strong>Plazas: </strong>1 (temporal)</p>
<p><strong>Acceso: </strong>concurso oposición</p>
<p><strong>Titulación:</strong> titulación universitaria de grado medio<br /><br /><strong>Plazo: </strong>6 de noviembre de 2023</p><p><strong>Información obtenida de: </strong>Empleo público. Bop Valladolid 16/10/23</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://bop.sede.diputaciondevalladolid.es/boletines/2023/octubre/16/BOPVA-A-2023-04103.pdf' target='_blank'>Consulta las bases en bop Valladolid 16/10/23</a></li></ul></p>";;Organismo oficial;1179469311668;Valladolid;41.652252;-4.724532;47;1285324594855;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324594855/Empleo;41.65225199906301, -4.724532000000001
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Valladolid;2023-10-17;<p>CUIDADOR DE MENORES CON DISCAPACIDAD GRAVEMENTE AFECTADOS con experiencia. Contrato indefinido. Jornada parcial de 10:30 a 17:30 h. Titulaciones requeridas: Atención socidosanitaria o Auxiliar de enfermería. La hactividad se desarrollará solo los sábados, salvo períodos de vacaciones escolares que se ampliará la jornada de Lunes a Jueves. Interesados vincularse a través de la oficina virtual en el número de oferta 08/2023/19643 o llamando a la oficina de empleo San Pablo Tlf: 983 25 98 54 - Opción 2.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320561'>Oficina Virtual</a></p>;;ECYL;1179469311668;Valladolid;41.652252;-4.724532;47;1285324430504;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324430504/Empleo;41.65225199906301, -4.724532000000001
PROFESORES DE IDIOMAS, EN GENERAL;León;2023-10-17;"<p>OFERTA 19627 DE PROFESOR DE CHINO PARA JUNTA DE CASTILLA Y LEON EN LEON. CONTRATO TEMPORAL
HASTA EL 12/09/2024, JORNADA PARCIAL 6 HORAS SEMANALES.
SE REQUIERE:
* ALGUNA DE LAS SIGUIENTES TITULACIONES: LICENCIADO/GRADO EN ESTUDIOS DE ASIA ORIENTAL/GRADO EN
LEGUAS MODERNAS Y SUS LITERATURAS CON MENCION EN LENGUA CHINA O LICENCIADO/GRADO EN
TRADUCCION E INTERPRETACION (CHINO)
INTERESADAS/OS PONERSE EN CONTACTO CON LA OFICINA DE EMPLEO SERNA. TF.987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320545'>Oficina Virtual</a></p>";;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285324379145;2023-10-26;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324379145/Empleo;42.59872999905995, -5.5670958
ASISTENTES DOMICILIARIOS;Zamora;2023-10-17;"<p>Oferta Nº 19614 de AUXILIAR AYUDA DOMICILIARIA en CERECINOS DEL CARRIZAL Y VILLALUBE (Zamora). 
Interesados enviar el Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta.
Contrato INDEFINIDO, jornada PARCIAL TARDE (25 horas/semana). 
Requisitos: Imprescindible carnet de conducir y vehículo propio. Certificado de profesionalidad de Atención sociosanitaria a personas dependientes en domicilio o en instituciones sociales. Se valorará Ciclo formativo de Grado Medio Atención a personas en situación de Dependencia, Técnico en cuidados Aux. Enfermería o Técnico en Atención Sociosanitaria o bien experiencia previa.
Funciones: Desarrollar las intervenciones de atención física, psicosocial, de acompañamiento y apoyo a personas dependientes en su domicilio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320532'>Oficina Virtual</a></p>";;ECYL;1179469351769;Cerecinos del Carrizal;41.682705;-5.6549973;49;1285324325082;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324325082/Empleo;41.68270499906289, -5.6549973
TÉCNICOS EN CONTROL DE CALIDAD, EN GENERAL;Burgos;2023-10-17;<p>Técnico de calidad para empresa de alimentación en Miranda de Ebro. Interesados email a ecylmiranda@jcyl.es o teléfono 947320408 extensión 821928</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320474'>Oficina Virtual</a></p>;;ECYL;1179297562001;Miranda de Ebro;42.679066;-2.9675572;09;1285324214139;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324214139/Empleo;42.67906599905973, -2.9675572
ASISTENTES DOMICILIARIOS;Zamora;2023-10-17;"<p>Oferta Nº 19557 de AUXILIAR DE AYUDA A DOMICILIO interna en Alcañices (Zamora). Los interesados/as deberán enviar su currículum a ecyldoctorfleming.ofertas@jcyl.es (indicando en el asunto el número de la oferta).
Funciones: Atención y cuidado de personas dependientes en su domicilio, realizando tareas de cuidado personal, tareas domésticas y acompañamiento.
Condiciones: Contrato indefinido a jornada completa. Horario interna. Salario y condiciones según convenio.
Requisitos: Habilitación profesional en las categorías de ayuda a domicilio, gerocultores o cuidadores profesionales, o curso de auxiliar de ayuda a domicilio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320475'>Oficina Virtual</a></p>";;ECYL;1179469330041;Alcañices;41.700134;-6.346265;49;1285324213767;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324213767/Empleo;41.700133999062835, -6.346265
ELECTROMECÁNICOS DE MANTENIMIENTO INDUSTRIAL (MANTENIMIENTO Y REPARACIÓN GENERAL);Burgos;2023-10-17;"<p>PUESTO SOLICITADO: Electromecánico para empresa de instalación de puentes y boxes de lavado en gasolineras y reparación de hidrolimpiadoras.
LOCALIDAD: Burgos.
REQUISITOS: 
- Formación en electromecánica.
- Permiso de conducir B.
SE OFRECE: Contrato indefinido; jornada completa en horario de 9:00 a 14:00 y de 16:00 a 19:00 horas.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320470'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285324213739;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324213739/Empleo;42.340823556560686, -3.702058690830001
2 y bolsa de Técnico/a informático policompetencia para el Ayto de Burgos. Aguas de Burgos (Burgos);Otra;2023-10-16;"<p><strong>Convoca</strong>: Ayuntamiento de Burgos. Aguas de Burgos<br /><br /><strong>Cuerpo</strong>: TÉCNICO/A INFORMÁTICO/A POLICOMPETENCIAL</p>
<p><strong>Plazas:</strong> 2 y bolsa de empleo</p>
<p><strong>Acceso:</strong> concurso oposición</p>
<p><strong>Titulación:</strong> Titulación o conocimientos adquiridos en el desempeño de su profesión equivalentes a estudios universitarios de grado medio de: &minus; Informática. &minus; Telecomunicaciones.<br /><br /><strong>Plazo:</strong> 14 de noviembre de 2023</p><p><strong>Información obtenida de: </strong>Empleo público. BOP de Burgos 16/10/23</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='http://bopbur.diputaciondeburgos.es/sites/default/files/private/publicado/bopbur-2023-194/bopbur-2023-194-anuncio-202305207.pdf' target='_blank'>Pincha aquí para ver la convocatoria</a></li></ul></p>";España;Organismo oficial;;;;;;1285323978156;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323978156/Empleo;
1 y bolsa de Técnico/a responsable de compras para el Ayto de Burgos. Aguas de Burgos (Burgos);Otra;2023-10-16;"<p><strong>Convoca:</strong> Ayuntamiento de Burgos. Aguas de Burgos</p>
<p><br /><strong>Cuerpo:</strong> TÉCNICO/A RESPONSABLE DE COMPRAS</p>
<p><strong>Plazas:</strong> 1 y bolsa de empleo</p>
<p><strong>Acceso:</strong> concurso oposición<br /><br /><br /><strong>Plazo:</strong> 14 de noviembre de 2023<br /><br /> <br /><strong>Observaciones: </strong>Titulación o conocimientos adquiridos en el desempeño de su profesión equivalente a estudios universitarios de grado medio de: Ciencias Económicas. Administración de Empresas. Contabilidad. Matemáticas. Física. Ingeniería. Arquitectura. completada con formación específica en el puesto de trabajo.</p>
<p> </p><p><strong>Información obtenida de: </strong>Empleo público. BOP de Burgos 16/10/23</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='http://bopbur.diputaciondeburgos.es/sites/default/files/private/publicado/bopbur-2023-194/bopbur-2023-194-anuncio-202305202.pdf' target='_blank'>Pincha aquí para ver la convocatoria</a></li></ul></p>";España;Organismo oficial;;;;;;1285323978058;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323978058/Empleo;
AGENTES COMERCIALES;Segovia;2023-10-16;"<p>Oferta de Agente Comercial para puesto en Segovia. Empresa de Telecómunicaciones busca comerciales en zona Segovia para expandirse en nuestra región.
Con experiencia en puestos similares y carnet de conducir.
Las personas interesadas deben enviar su CV a ecylsegovia@jcyl.es, poniendo en el asunto ' Agente Comercial. Ref. 19511'</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320429'>Oficina Virtual</a></p>";;ECYL;1179298563848;Segovia;40.94356;-4.1130023;40;1285323952838;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323952838/Empleo;40.94355999906599, -4.1130023
